Id,Edad,Ingrediente_1,Ingrediente_2,Ingrediente_3,Sodio en mg,Gramos de aspartamo,Azucar Gramos,Gramos entre Azucar y otros endulcorantes,Densidad,pH,Litros de Cafeina,Grado de Colorante,Indice Satisfaccion
1211,19.0,4.9,0.47,0.17,1.9,0.035,60.0,148.0,0.98964,0.35,0.35,11.5,1
1212,28.0,6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,0.41,0.41,9.7,0
1213,17.0,5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,0.57,0.57,13.1,1
1214,12.0,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,0.32,0.32,9.0,0
1215,29.0,7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,0.56,0.56,11.1,1
1216,14.0,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,0.68,0.68,11.0,1
1217,21.0,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,0.38,0.38,10.2,1
1218,22.0,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,0.49,0.49,9.3,0
1219,26.0,6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,0.48,0.48,11.0,1
1220,17.0,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,0.49,0.49,10.8,1
1221,13.0,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,0.44,0.44,12.0,1
1222,28.0,6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,0.43,0.43,9.1,1
1223,10.0,7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,0.32,0.32,12.9,1
1224,16.0,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,0.6,0.6,9.5,1
1225,24.0,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,0.64,0.64,9.6,0
1226,27.0,5.9,0.34,0.25,2.0,0.042,12.0,110.0,0.99034,0.54,0.54,11.4,1
1227,13.0,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,0.7,10.4,0
1228,23.0,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,0.63,0.63,10.3,0
1229,11.0,7.6,0.2,0.34,1.8,0.041,42.0,148.0,0.99335,0.66,0.66,11.1,1
1230,21.0,8.8,0.55,0.04,2.2,0.119,14.0,56.0,0.9962,0.6,0.6,10.9,1
1231,21.0,6.3,0.36,0.2,2.0,0.048,48.0,191.0,0.9929,0.51,0.51,9.6,0
1232,26.0,6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.99966,0.47,0.47,8.8,1
1233,27.0,7.8,0.4,0.26,9.5,0.059,32.0,178.0,0.9955,0.43,0.43,10.9,1
1234,30.0,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,0.64,0.64,9.4,0
1235,14.0,5.0,0.24,0.34,1.1,0.034,49.0,158.0,0.98774,0.32,0.32,13.1,1
1236,15.0,7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,0.54,0.54,9.4,1
1237,23.0,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,0.41,0.41,12.2,1
1238,17.0,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,0.4,0.4,9.6,0
1239,21.0,8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,0.45,0.45,11.5,1
1240,22.0,5.9,0.24,0.12,1.4,0.035,60.0,247.0,0.99358,0.44,0.44,9.6,1
1241,13.0,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,0.5,0.5,10.7,0
1242,13.0,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,0.38,0.38,10.9,0
1243,15.0,6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,0.51,0.51,10.2,1
1244,21.0,6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,0.55,0.55,9.0,0
1245,29.0,7.0,0.45,0.34,2.7,0.082,16.0,72.0,0.998,0.6,0.6,9.5,0
1246,30.0,5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,0.38,0.38,12.8,1
1247,26.0,7.3,0.21,0.33,1.0,0.037,66.0,144.0,0.9923,0.52,0.52,10.2,1
1248,21.0,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,0.54,0.54,10.1,0
1249,25.0,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,0.91,0.91,9.5,0
1250,16.0,5.7,0.33,0.32,1.4,0.043,28.0,93.0,0.9897,0.5,0.5,12.3,1
1251,25.0,6.2,0.355,0.35,2.0,0.046,31.0,95.0,0.98822,0.46,0.46,13.6,1
1252,12.0,6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.9918,0.66,0.66,12.6,1
1253,22.0,7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,0.38,0.38,10.6,1
1254,26.0,8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,0.71,0.71,11.8,1
1255,25.0,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,0.55,0.55,11.4,0
1256,29.0,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,0.72,0.72,12.5,1
1257,18.0,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,0.6,0.6,10.0,1
1258,21.0,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,0.72,0.72,9.2,0
1259,15.0,6.8,0.2,0.25,6.2,0.052,22.0,106.0,0.9935,0.54,0.54,10.8,0
1260,13.0,6.5,0.24,0.19,1.2,0.041,30.0,111.0,0.99254,0.46,0.46,9.4,1
1261,21.0,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,0.8,0.8,11.2,0
1262,22.0,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,0.65,0.65,11.0,1
1263,14.0,6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,0.59,0.59,10.3,1
1264,20.0,6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,0.35,0.35,12.1,0
1265,26.0,6.6,0.21,0.29,1.8,0.026,35.0,128.0,0.99183,0.48,0.48,11.2,1
1266,14.0,7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,0.67,0.67,12.5,1
1267,16.0,7.4,0.35,0.24,6.0,0.042,28.0,123.0,0.99304,0.44,0.44,11.3,0
1268,30.0,7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,0.83,0.83,10.5,0
1269,15.0,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,0.5,0.5,9.2,1
1270,25.0,5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,0.33,0.33,12.1,1
1271,25.0,7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,0.62,0.62,9.5,0
1272,17.0,5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,0.36,0.36,9.4,0
1273,16.0,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,0.65,0.65,10.5,0
1274,23.0,6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,0.33,0.33,12.0,1
1275,28.0,6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,0.62,0.62,9.8,0
1276,27.0,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,0.5,0.5,9.9,1
1277,14.0,7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,0.68,0.68,10.5,1
1278,16.0,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,0.44,0.44,9.6,0
1279,21.0,7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,0.37,0.37,12.7,1
1280,27.0,7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,0.54,0.54,9.8,0
1281,27.0,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,0.3,0.3,11.9,1
1282,27.0,6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099,0.57,0.57,11.4,1
1283,27.0,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,0.62,0.62,10.4,1
1284,22.0,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,0.58,0.58,9.9,1
1285,24.0,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,0.68,0.68,9.5,0
1286,28.0,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,0.54,0.54,9.5,1
1287,27.0,7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,0.44,0.44,11.8,1
1288,30.0,7.9,0.18,0.37,3.0,0.061,25.0,178.0,0.995,0.51,0.51,10.0,1
1289,26.0,7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,0.53,0.53,13.3,1
1290,25.0,7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,0.45,0.45,10.7,0
1291,27.0,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,0.62,0.62,11.3,1
1292,14.0,6.3,0.2,0.26,4.7,0.04,108.0,168.0,0.99278,0.75,0.75,10.7,1
1293,23.0,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,0.31,0.31,11.7,0
1294,20.0,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,0.5,0.5,9.7,0
1295,20.0,6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,0.36,0.36,10.2,0
1296,10.0,7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,0.42,0.42,9.2,1
1297,18.0,6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,0.77,0.77,10.4,1
1298,21.0,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,0.64,0.64,10.2,1
1299,27.0,7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,0.47,0.47,10.0,0
1300,15.0,7.7,0.24,0.31,1.3,0.047,33.0,106.0,0.993,0.55,0.55,10.8,1
1301,15.0,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,0.79,0.79,10.4,1
1302,20.0,6.8,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,0.57,0.57,12.0,1
1303,28.0,7.6,0.33,0.41,13.7,0.045,44.0,197.0,0.9989,0.64,0.64,9.1,0
1304,12.0,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,0.5,0.5,9.1,1
1305,23.0,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,0.97,0.97,10.1,1
1306,14.0,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,0.38,0.38,9.5,0
1307,21.0,5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.99478,0.47,0.47,9.3,1
1308,10.0,9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,0.54,0.54,9.6,0
1309,22.0,7.9,0.35,0.28,12.9,0.032,13.0,63.0,0.9932,0.43,0.43,13.0,1
1310,25.0,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,0.83,0.83,10.9,1
1311,15.0,7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,0.54,0.54,12.6,1
1312,11.0,8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,0.51,0.51,10.4,1
1313,21.0,6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,0.58,0.58,11.0,1
1314,23.0,5.7,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,0.46,0.46,10.6,1
1315,16.0,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,0.6,0.6,9.8,0
1316,20.0,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,0.46,0.46,8.9,1
1317,23.0,6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,0.5,0.5,11.5,1
1318,21.0,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,0.44,0.44,9.9,1
1319,18.0,6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,0.68,0.68,11.0,1
1320,10.0,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,0.65,0.65,9.9,1
1321,25.0,6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,0.27,0.27,13.0,1
1322,13.0,6.9,0.22,0.31,6.3,0.029,41.0,131.0,0.99326,0.49,0.49,10.8,1
1323,16.0,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,0.55,0.55,10.2,0
1324,23.0,6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,0.75,0.75,9.8,0
1325,20.0,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,0.61,0.61,9.2,0
1326,13.0,6.9,0.23,0.33,12.8,0.056,44.0,169.0,0.998,0.42,0.42,9.8,1
1327,18.0,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,0.43,0.43,9.6,0
1328,23.0,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,0.42,0.42,9.4,0
1329,16.0,5.8,0.25,0.24,13.3,0.044,41.0,137.0,0.9972,0.42,0.42,9.5,0
1330,20.0,6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,0.38,0.38,12.2,1
1331,14.0,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,0.61,0.61,9.2,1
1332,10.0,6.3,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,0.46,0.46,9.5,0
1333,26.0,7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,0.41,0.41,12.2,1
1334,14.0,8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,0.55,0.55,9.1,0
1335,26.0,6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,0.54,0.54,11.95,0
1336,27.0,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,0.62,0.62,9.1,1
1337,21.0,6.9,0.22,0.32,9.3,0.04,22.0,110.0,0.9958,0.54,0.54,10.7,1
1338,28.0,6.4,0.12,0.3,1.1,0.031,37.0,94.0,0.98986,0.56,0.56,11.7,1
1339,18.0,6.2,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,0.56,0.56,8.7,1
1340,20.0,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,0.52,0.52,10.9,0
1341,13.0,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,0.34,0.34,11.7,1
1342,18.0,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,0.43,0.43,8.7,1
1343,26.0,5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,0.41,0.41,11.4,1
1344,27.0,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,0.35,0.35,9.7,1
1345,19.0,9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,0.57,0.57,10.0,0
1346,29.0,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,0.98,0.98,10.5,1
1347,12.0,7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,0.56,0.56,9.7,0
1348,19.0,6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,0.52,0.52,10.1,1
1349,18.0,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,0.53,0.53,10.0,0
1350,11.0,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,0.48,0.48,9.9,0
1351,15.0,8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,0.48,0.48,10.2,1
1352,25.0,6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,0.3,0.3,11.5,1
1353,17.0,6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,0.56,0.56,10.4,1
1354,29.0,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,0.56,0.56,9.0,0
1355,19.0,6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.996,0.4,0.4,9.3,0
1356,18.0,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,0.32,0.32,12.4,0
1357,24.0,7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,0.33,0.33,9.8,1
1358,10.0,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,0.52,0.52,9.9,0
1359,25.0,5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,0.34,0.34,10.5,0
1360,15.0,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,0.31,0.31,12.7,1
1361,18.0,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,0.53,0.53,9.6,1
1362,29.0,7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,0.55,0.55,10.0,1
1363,20.0,6.4,0.3,0.3,2.25,0.038,8.0,210.0,0.9937,0.62,0.62,9.9,1
1364,26.0,4.7,0.67,0.09,1.0,0.02,5.0,9.0,0.98722,0.34,0.34,13.6,0
1365,24.0,6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,0.55,0.55,8.9,1
1366,24.0,7.0,0.29,0.35,1.4,0.036,42.0,109.0,0.99119,0.62,0.62,11.6,1
1367,16.0,6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,0.56,0.56,9.4,0
1368,15.0,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,0.38,0.38,8.8,0
1369,10.0,6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,0.37,0.37,12.8,1
1370,13.0,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,0.8,0.8,10.0,1
1371,25.0,7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,0.67,0.67,10.1,1
1372,13.0,6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,0.3,0.3,11.8,1
1373,18.0,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,0.53,0.53,13.5,1
1374,19.0,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,0.38,0.38,9.0,1
1375,21.0,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,0.47,0.47,11.4,1
1376,17.0,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,0.49,0.49,9.1,1
1377,11.0,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,0.48,0.48,10.3,1
1378,26.0,7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,0.33,0.33,10.0,1
1379,11.0,7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,0.54,0.54,9.5,0
1380,24.0,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,0.41,0.41,9.9,1
1381,29.0,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,0.85,0.85,12.0,1
1382,30.0,7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,0.49,0.49,12.7,1
1383,30.0,6.6,0.41,0.16,1.4,0.037,28.0,160.0,0.99167,0.45,0.45,10.6,1
1384,12.0,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,0.47,0.47,9.3,0
1385,27.0,5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,0.51,0.51,10.5,0
1386,17.0,7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,0.4,0.4,11.5,0
1387,25.0,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,0.56,0.56,9.6,0
1388,21.0,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,0.51,0.51,10.1,1
1389,15.0,6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,0.56,0.56,9.5,1
1390,14.0,7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,0.5,0.5,9.3,0
1391,16.0,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,0.32,0.32,11.3,1
1392,19.0,5.6,0.695,0.06,6.8,0.042,9.0,84.0,0.99432,0.44,0.44,10.2,0
1393,12.0,7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,0.74,0.74,12.7,1
1394,21.0,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,0.42,0.42,12.9,1
1395,21.0,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,0.47,0.47,9.0,0
1396,20.0,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,0.34,0.34,9.9,0
1397,21.0,7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,0.41,0.41,10.5,0
1398,16.0,6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,0.63,0.63,9.6,0
1399,24.0,6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,0.42,0.42,9.1,0
1400,10.0,7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,0.53,0.53,9.5,0
1401,28.0,6.9,0.25,0.29,2.4,0.038,28.0,76.0,0.99088,0.36,0.36,11.7,1
1402,21.0,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,0.48,0.48,8.5,1
1403,28.0,6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,0.58,0.58,9.8,1
1404,26.0,11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,0.99,0.99,13.3,1
1405,19.0,5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.9907,0.44,0.44,12.0,1
1406,10.0,8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,0.74,0.74,9.8,0
1407,21.0,7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,0.42,0.42,11.2,1
1408,22.0,8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,0.49,0.49,10.0,1
1409,11.0,6.5,0.38,0.34,3.4,0.036,34.0,200.0,0.9937,0.76,0.76,10.0,0
1410,24.0,7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,0.53,0.53,9.7,0
1411,11.0,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,0.46,0.46,9.7,0
1412,21.0,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,0.38,0.38,9.5,0
1413,25.0,5.7,0.22,0.33,1.9,0.036,37.0,110.0,0.98945,0.58,0.58,12.4,1
1414,26.0,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,0.6,0.6,11.3,1
1415,25.0,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,0.43,0.43,9.4,1
1416,25.0,7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,0.4,0.4,12.0,1
1417,29.0,7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,0.44,0.44,11.9,0
1418,24.0,6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,0.33,0.33,10.6,1
1419,11.0,6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,0.58,0.58,12.1,1
1420,22.0,7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,0.43,0.43,9.9,1
1421,12.0,6.5,0.25,0.35,12.0,0.055,47.0,179.0,0.998,0.47,0.47,10.0,0
1422,27.0,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,0.52,0.52,9.0,0
1423,23.0,7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,0.46,0.46,9.9,1
1424,12.0,6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,0.5,0.5,9.4,0
1425,16.0,5.7,0.1,0.27,1.3,0.047,21.0,100.0,0.9928,0.46,0.46,9.5,0
1426,25.0,5.7,0.2,0.24,13.8,0.047,44.0,112.0,0.99837,0.66,0.66,8.8,1
1427,10.0,8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,0.59,0.59,9.0,1
1428,18.0,5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,0.41,0.41,12.5,1
1429,15.0,7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,0.58,0.58,9.2,1
1430,20.0,6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,0.69,0.69,11.4,1
1431,20.0,7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,0.65,0.65,9.7,0
1432,25.0,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,0.7,0.7,9.4,0
1433,16.0,7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,0.52,0.52,11.8,1
1434,22.0,6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,0.53,0.53,12.9,1
1435,20.0,7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,0.48,0.48,10.5,0
1436,12.0,5.8,0.3,0.33,3.5,0.033,25.0,116.0,0.99057,0.44,0.44,11.7,1
1437,20.0,7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,0.57,0.57,9.7,1
1438,23.0,5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,0.48,0.48,9.7,0
1439,16.0,6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,0.48,0.48,9.2,0
1440,17.0,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,0.42,0.42,9.73333333333333,0
1441,18.0,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,0.46,0.46,8.9,0
1442,21.0,9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.9969,0.79,0.79,10.7,0
1443,13.0,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,0.4,0.4,10.2,0
1444,29.0,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,0.71,0.71,9.8,0
1445,26.0,6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,0.59,0.59,10.9,1
1446,14.0,5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,0.66,0.66,10.9,1
1447,23.0,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,0.39,0.39,10.1,0
1448,12.0,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,0.52,0.52,9.2,0
1449,23.0,7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.99442,0.38,0.38,11.0,1
1450,15.0,8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,0.77,0.77,12.7,1
1451,28.0,7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,0.46,0.46,11.3,1
1452,23.0,6.1,0.38,0.2,6.6,0.033,25.0,137.0,0.9938,0.69,0.69,10.4,1
1453,14.0,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,0.55,0.55,10.8,0
1454,16.0,8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,0.67,0.67,11.8,1
1455,23.0,7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,0.44,0.44,8.7,0
1456,26.0,6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,0.45,0.45,9.2,1
1457,24.0,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,0.44,0.44,9.9,0
1458,18.0,6.3,0.26,0.25,7.8,0.058,44.0,166.0,0.9961,0.41,0.41,9.0,0
1459,10.0,6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,0.78,0.78,10.2,1
1460,30.0,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,0.47,0.47,10.7,1
1461,22.0,6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,0.37,0.37,10.4,0
1462,13.0,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,0.58,0.58,9.8,1
1463,11.0,6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,0.4,0.4,9.4,0
1464,14.0,8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,0.71,0.71,10.8,0
1465,19.0,5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,0.36,0.36,12.4,1
1466,20.0,6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,0.44,0.44,13.0,1
1467,15.0,6.5,0.36,0.28,3.2,0.037,29.0,119.0,0.9908,0.65,0.65,12.4,1
